"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 16 15 14  3  4  5  6  7  8 11 10  9 12 13 17],506
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  4  3 15 14  5  6  7  8 11  9 10 12 13 16 17],498
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 14 15  3  4  5  6  7  8 11 10  9 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 15 14  3  4 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  4  3 15 14  5  6  7  8 11 10  9 12 13 16 17],498
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 14  3  4 15 16 17],496
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 16 15 14  3  4  5  7  6  8 11 10  9 12 13 17],512
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  4  3 15 14  7  6  8 11 10  9 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8 11 10  9 12 13 14 15 16 17],500
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  4  3 15 14  7  6  8 11 10  9 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 15 14  3  4 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  7  6  8 11 10  9 12 13 14  3  4 15 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 14  3  4 15 16 17],496
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 15  4  3 14 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  4  3 15 14  7  6  8 11 10  9 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  7  6  8 11 10  9 12 13 14  4  3 15 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  3  4 14 15 13 12 10  9 11  8  7  6  5  2  1 16 17],506
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 15 14  3  4 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  4  3 14 15 13 12  9 10 11  8  7  6  5  2  1 16 17],506
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 14  3  4 15 16 17],496
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 14 15  3  4  5  6  7  8 11 10  9 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  4  3 15 14  5  6  7  8 11 10  9 12 13 16 17],498
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  4  3  5  6  7  8 11 10  9 12 13 15 14 16 17],508
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8 11 10  9 12 13 14 15 16 17],500
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 15 14  3  4 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 14 15  3  4  5  6  7  8 11 10  9 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8  9 10 11 12 13 14  3  4 15 16 17],510
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 15 14  3  4 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11  9 10 12 13 15 14  3  4 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 15 14  3  4  5  6  7  8 11 10  9 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 16 15 14  3  4  5  7  6  8 11 10  9 12 13 17],512
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 15 14  3  4 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  4  3 15 14  5  6  7  8  9 10 11 12 13 16 17],512
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  7  6  8 11 10  9 12 13 14  4  3 15 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  4  3 15 14  7  6  8 11  9 10 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  4  3 15 14  5  6  7  8 11 10  9 12 13 16 17],498
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5 14 15  3  4  7  6  8 11 10  9 12 13 16 17],510
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8  9 10 11 12 13 14  4  3 15 16 17],510
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  4  3 15 14  5  6  7  8 11  9 10 12 13 16 17],498
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  4  3 14 15  5  6  7  8 11 10  9 12 13 16 17],498
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 14 15  3  4  5  6  7  8 11  9 10 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8  9 10 11 12 13 14  3  4 15 16 17],510
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  7  6  8 11 10  9 12 13 15 14  3  4 16 17],510
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 15 14  3  4  5  6  7  8 11  9 10 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 16 15 14  3  4  5  6  7  8 11  9 10 12 13 17],506
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  4  3 15 14  7  6  8 11 10  9 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 14  3  4 15 16 17],496
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11  9 10 12 13 15  3  4 14 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 14 15  3  4  5  6  7  8 11 10  9 12 13 16 17],502
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 14  3  4 15 16 17],496
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  4  3 14 15  5  6  7  8 11 10  9 12 13 16 17],498
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11  9 10 12 13 15  3  4 14 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 15 14  3  4 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  4  5  6  7  8 11 10  9 12 13 15 14  3 16 17],508
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2 16 15 14  3  4  5  6  7  8 11  9 10 12 13 17],506
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  4  3 15 14  5  6  7  8 11 10  9 12 13 16 17],498
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 14  3  4 15 16 17],496
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8 11 10  9 12 13 14 15 16 17],500
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8  9 10 11 12 13 14  4  3 15 16 17],510
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  7  6  8 11 10  9 12 13 14 15  3  4 16 17],512
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  4  3 15 14 13 12  9 10 11  8  7  6  5  2  1 16 17],508
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8  9 10 11 12 13 14  3  4 15 16 17],510
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 14  3  4 15 16 17],496
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  7  6  8 11 10  9 12 13 15 14  4  3 16 17],510
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17],514
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  5  6  7  8 11 10  9 12 13 15 14  3  4 16 17],504
"['31-34' '28-29' '8-21' '52-33' '52-28' '54-10' '82-4' '84-20' '104-11'
 '152-69' '130-69' '130-69' '122-58' '88-67' '58-67' '58-38' '54-43'
 '34-53' '32-61']",[ 0  1  2  3  4  5  6  7  8 11 10  9 12 13 14 15 16 17],500
